ts,container,cpu_pct,mem_used,mem_pct
1780067822,xpltest-worker-1,0.53,279.1MiB/512MiB,54.51
1780067825,xpltest-app-1,37.43,323.8MiB/1GiB,31.62
1780067825,xpltest-postgres-1,4.87,179.7MiB/2GiB,8.77
1780067825,xpltest-redis-1,1.09,10.11MiB/512MiB,1.98
1780067825,xpltest-worker-1,0.13,279.8MiB/512MiB,54.64
1780067829,xpltest-app-1,35.28,324.4MiB/1GiB,31.68
1780067829,xpltest-postgres-1,2.02,179.7MiB/2GiB,8.78
1780067829,xpltest-redis-1,1.23,10.18MiB/512MiB,1.99
1780067829,xpltest-worker-1,0.76,278.6MiB/512MiB,54.42
1780067832,xpltest-app-1,37.14,324.2MiB/1GiB,31.66
1780067832,xpltest-postgres-1,2.14,179.8MiB/2GiB,8.78
1780067832,xpltest-redis-1,1.27,10.14MiB/512MiB,1.98
1780067832,xpltest-worker-1,0.46,279MiB/512MiB,54.49
1780067836,xpltest-app-1,27.10,332.5MiB/1GiB,32.47
1780067836,xpltest-postgres-1,1.33,179.9MiB/2GiB,8.78
1780067836,xpltest-redis-1,0.79,10.13MiB/512MiB,1.98
1780067836,xpltest-worker-1,0.35,279.1MiB/512MiB,54.50
1780067839,xpltest-app-1,35.56,343.8MiB/1GiB,33.57
1780067839,xpltest-postgres-1,3.43,180MiB/2GiB,8.79
1780067839,xpltest-redis-1,1.01,10.03MiB/512MiB,1.96
1780067839,xpltest-worker-1,0.70,278.6MiB/512MiB,54.42
1780067843,xpltest-app-1,40.30,345.4MiB/1GiB,33.73
1780067843,xpltest-postgres-1,1.99,180.1MiB/2GiB,8.79
1780067843,xpltest-redis-1,1.21,10.05MiB/512MiB,1.96
1780067843,xpltest-worker-1,0.52,279.1MiB/512MiB,54.50
1780067846,xpltest-app-1,38.95,345.4MiB/1GiB,33.73
1780067846,xpltest-postgres-1,2.46,180.1MiB/2GiB,8.80
1780067846,xpltest-redis-1,0.98,10.34MiB/512MiB,2.02
1780067846,xpltest-worker-1,1.16,278.9MiB/512MiB,54.47
1780067850,xpltest-app-1,38.95,345.4MiB/1GiB,33.73
1780067850,xpltest-postgres-1,4.07,180.2MiB/2GiB,8.80
1780067850,xpltest-redis-1,1.19,10.34MiB/512MiB,2.02
1780067850,xpltest-worker-1,0.49,278.4MiB/512MiB,54.38
1780067854,xpltest-app-1,40.39,338.7MiB/1GiB,33.08
1780067854,xpltest-postgres-1,2.50,180.3MiB/2GiB,8.80
1780067854,xpltest-redis-1,1.11,10.09MiB/512MiB,1.97
1780067854,xpltest-worker-1,0.63,278.4MiB/512MiB,54.37
1780067857,xpltest-app-1,42.68,338.7MiB/1GiB,33.08
1780067857,xpltest-postgres-1,2.94,180.6MiB/2GiB,8.82
1780067857,xpltest-redis-1,1.02,9.945MiB/512MiB,1.94
