ts,container,cpu_pct,mem_used,mem_pct
1780067089,xpltest-worker-1,0.85,280.3MiB/512MiB,54.75
1780067093,xpltest-app-1,50.33,570.2MiB/1GiB,55.68
1780067093,xpltest-postgres-1,2.95,175MiB/2GiB,8.55
1780067093,xpltest-redis-1,0.96,10MiB/512MiB,1.95
1780067093,xpltest-worker-1,0.23,278.5MiB/512MiB,54.40
1780067097,xpltest-app-1,44.92,574.2MiB/1GiB,56.07
1780067097,xpltest-postgres-1,4.62,175.3MiB/2GiB,8.56
1780067097,xpltest-redis-1,1.03,10MiB/512MiB,1.95
1780067097,xpltest-worker-1,0.21,278.5MiB/512MiB,54.40
1780067100,xpltest-app-1,95.64,573.2MiB/1GiB,55.98
1780067100,xpltest-postgres-1,2.50,175MiB/2GiB,8.54
1780067100,xpltest-redis-1,0.86,10.18MiB/512MiB,1.99
1780067100,xpltest-worker-1,5.57,279.9MiB/512MiB,54.68
1780067104,xpltest-app-1,53.54,587.8MiB/1GiB,57.40
1780067104,xpltest-postgres-1,2.33,173.3MiB/2GiB,8.46
1780067104,xpltest-redis-1,1.06,10.3MiB/512MiB,2.01
1780067104,xpltest-worker-1,0.19,280MiB/512MiB,54.68
1780067107,xpltest-app-1,62.21,575.1MiB/1GiB,56.16
1780067107,xpltest-postgres-1,3.56,173.6MiB/2GiB,8.47
1780067107,xpltest-redis-1,2.08,10.08MiB/512MiB,1.97
1780067107,xpltest-worker-1,0.06,280MiB/512MiB,54.68
1780067111,xpltest-app-1,64.95,582.5MiB/1GiB,56.88
1780067111,xpltest-postgres-1,1.23,173.5MiB/2GiB,8.47
1780067111,xpltest-redis-1,1.08,10.16MiB/512MiB,1.98
1780067111,xpltest-worker-1,0.18,278.7MiB/512MiB,54.44
1780067114,xpltest-app-1,90.76,579.8MiB/1GiB,56.62
1780067114,xpltest-postgres-1,0.98,173.8MiB/2GiB,8.49
1780067114,xpltest-redis-1,0.59,9.969MiB/512MiB,1.95
1780067114,xpltest-worker-1,0.18,278.5MiB/512MiB,54.40
